word,phonetic,translation,bookId
advertisement,/ədˈvɜːtɪsmənt/,n. 广告,JUNIOR_HIGH,1
challenge,/ˈtʃælɪndʒ/,n. 挑战 v. 向……挑战,JUNIOR_HIGH,0
condition,/kənˈdɪʃn/,n. 条件；状况,JUNIOR_HIGH,0
attention,/əˈtenʃn/,n. 注意；关注,JUNIOR_HIGH,0
consider,/kənˈsɪdə/,v. 考虑；认为,JUNIOR_HIGH,0
borrow,/ˈbɒrəʊ/,v. 借；借用,JUNIOR_HIGH,0
culture,/ˈkʌltʃə/,n. 文化；文明,JUNIOR_HIGH,0
another,/əˈnʌðə/,adj.&pron. 另一个,JUNIOR_HIGH,0
continue,/kənˈtɪnjuː/,v. 继续；持续,JUNIOR_HIGH,0
boring,/ˈbɔːrɪŋ/,adj. 无聊的；乏味的,JUNIOR_HIGH,0
daily,/ˈdeɪli/,adj. 每日的；日常的,JUNIOR_HIGH,0
answer,/ˈɑːnsə/,v.&n. 回答；答案,JUNIOR_HIGH,0
control,/kənˈtrəʊl/,v.&n. 控制；管理,JUNIOR_HIGH,0
beyond,/bɪˈjɒnd/,prep. 超越；在……那边,JUNIOR_HIGH,0
danger,/ˈdeɪndʒə/,n. 危险；风险,JUNIOR_HIGH,0
advantage,/ədˈvɑːntɪdʒ/,n. 优势；有利条件,JUNIOR_HIGH,0
correct,/kəˈrekt/,adj. 正确的 v. 纠正,JUNIOR_HIGH,0
beside,/bɪˈsaɪd/,prep. 在……旁边,JUNIOR_HIGH,0
decide,/dɪˈsaɪd/,v. 决定；下决心,JUNIOR_HIGH,0
below,/bɪˈləʊ/,prep.&adv. 在……下面,JUNIOR_HIGH,0
create,/kriˈeɪt/,v. 创造；创建,JUNIOR_HIGH,0
absence,/ˈæbsəns/,n. 缺席；不在,JUNIOR_HIGH,0
depend,/dɪˈpend/,v. 依赖；取决于,JUNIOR_HIGH,0
belong,/bɪˈlɒŋ/,v. 属于；归……所有,JUNIOR_HIGH,0
describe,/dɪˈskraɪb/,v. 描述；形容,JUNIOR_HIGH,0
area,/ˈeəriə/,n. 地区；区域；面积,JUNIOR_HIGH,0
discuss,/dɪˈskʌs/,v. 讨论；商议,JUNIOR_HIGH,0
basic,/ˈbeɪsɪk/,adj. 基本的；基础的,JUNIOR_HIGH,0
absent,/ˈæbsənt/,adj. 缺席的；不在的,JUNIOR_HIGH,0
discover,/dɪˈskʌvə/,v. 发现；发觉,JUNIOR_HIGH,0
accept,/əkˈsept/,v. 接受；同意,JUNIOR_HIGH,0
achieve,/əˈtʃiːv/,v. 实现；达到,JUNIOR_HIGH,0
act,/ækt/,v. 行动；表演,JUNIOR_HIGH,0
activity,/ækˈtɪvəti/,n. 活动,JUNIOR_HIGH,0
burn,/bɜːn/,v. 燃烧；烧伤,JUNIOR_HIGH,0
cancer,/ˈkænsə/,n. 癌症,JUNIOR_HIGH,0
captain,/ˈkæptɪn/,n. 队长；船长；上尉,JUNIOR_HIGH,0
century,/ˈsentʃəri/,n. 世纪；百年,JUNIOR_HIGH,0
choice,/tʃɔɪs/,n. 选择；抉择,JUNIOR_HIGH,0
compare,/kəmˈpeə/,v. 比较；对比,JUNIOR_HIGH,0
compete,/kəmˈpiːt/,v. 竞争；比赛,JUNIOR_HIGH,0
enemy,/ˈenəmi/,n. 敌人；仇敌,JUNIOR_HIGH,0
afford,/əˈfɔːd/,v. 负担得起；提供,JUNIOR_HIGH,0
against,/əˈɡenst/,prep. 反对；靠着,JUNIOR_HIGH,0
although,/ɔːlˈðəʊ/,conj. 虽然；尽管,JUNIOR_HIGH,0
among,/əˈmʌŋ/,prep. 在……之中,JUNIOR_HIGH,0
arrive,/əˈraɪv/,v. 到达；抵达,JUNIOR_HIGH,0
